Category,BodyPart,Type of Muscle,Level,Title,Desc,Type,Equipment,Workout,Sets,Reps per Set,Rating,RatingDesc,Goal
Gym,Arms,Triceps,Intermediate,Holman Slow Biceps Curl,,Strength,Dumbbell,Skull crushers,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Slow Biceps Curl,,Strength,Dumbbell,Triceps dips,3-5,8-13,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Biceps Curl to Chest Punch,,Strength,Dumbbell,Barbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Biceps Curl to Chest Punch,,Strength,Dumbbell,Dumbbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Biceps Curl to Chest Punch,,Strength,Dumbbell,Preacher curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Biceps Curl to Chest Punch,,Strength,Dumbbell,Hammer curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Biceps Curl to Chest Punch,,Strength,Dumbbell,Concentration curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Biceps Curl to Chest Punch,,Strength,Dumbbell,Close-grip bench press,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Biceps Curl to Chest Punch,,Strength,Dumbbell,Overhead triceps extensions,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Biceps Curl to Chest Punch,,Strength,Dumbbell,Triceps pushdowns,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Biceps Curl to Chest Punch,,Strength,Dumbbell,Skull crushers,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Biceps Curl to Chest Punch,,Strength,Dumbbell,Triceps dips,3-5,8-13,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Right Arm Heavy Biceps Curl,,Strength,Dumbbell,Barbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Right Arm Heavy Biceps Curl,,Strength,Dumbbell,Dumbbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Right Arm Heavy Biceps Curl,,Strength,Dumbbell,Preacher curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Right Arm Heavy Biceps Curl,,Strength,Dumbbell,Hammer curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Right Arm Heavy Biceps Curl,,Strength,Dumbbell,Concentration curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Right Arm Heavy Biceps Curl,,Strength,Dumbbell,Close-grip bench press,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Right Arm Heavy Biceps Curl,,Strength,Dumbbell,Overhead triceps extensions,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Right Arm Heavy Biceps Curl,,Strength,Dumbbell,Triceps pushdowns,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Right Arm Heavy Biceps Curl,,Strength,Dumbbell,Skull crushers,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Right Arm Heavy Biceps Curl,,Strength,Dumbbell,Triceps dips,3-5,8-13,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Left Arm Heavy Biceps Curl,,Strength,Dumbbell,Barbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Left Arm Heavy Biceps Curl,,Strength,Dumbbell,Dumbbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Left Arm Heavy Biceps Curl,,Strength,Dumbbell,Preacher curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Left Arm Heavy Biceps Curl,,Strength,Dumbbell,Hammer curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Left Arm Heavy Biceps Curl,,Strength,Dumbbell,Concentration curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Left Arm Heavy Biceps Curl,,Strength,Dumbbell,Close-grip bench press,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Left Arm Heavy Biceps Curl,,Strength,Dumbbell,Overhead triceps extensions,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Left Arm Heavy Biceps Curl,,Strength,Dumbbell,Triceps pushdowns,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Left Arm Heavy Biceps Curl,,Strength,Dumbbell,Skull crushers,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Left Arm Heavy Biceps Curl,,Strength,Dumbbell,Triceps dips,3-5,8-13,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Alternating Front Lunge Biceps Curl,,Strength,Dumbbell,Barbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Alternating Front Lunge Biceps Curl,,Strength,Dumbbell,Dumbbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Alternating Front Lunge Biceps Curl,,Strength,Dumbbell,Preacher curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Alternating Front Lunge Biceps Curl,,Strength,Dumbbell,Hammer curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Alternating Front Lunge Biceps Curl,,Strength,Dumbbell,Concentration curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Alternating Front Lunge Biceps Curl,,Strength,Dumbbell,Close-grip bench press,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Alternating Front Lunge Biceps Curl,,Strength,Dumbbell,Overhead triceps extensions,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Alternating Front Lunge Biceps Curl,,Strength,Dumbbell,Triceps pushdowns,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Alternating Front Lunge Biceps Curl,,Strength,Dumbbell,Skull crushers,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Alternating Front Lunge Biceps Curl,,Strength,Dumbbell,Triceps dips,3-5,8-13,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Weighted Double-Time Biceps Curl,,Strength,Dumbbell,Barbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Weighted Double-Time Biceps Curl,,Strength,Dumbbell,Dumbbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Weighted Double-Time Biceps Curl,,Strength,Dumbbell,Preacher curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Weighted Double-Time Biceps Curl,,Strength,Dumbbell,Hammer curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Weighted Double-Time Biceps Curl,,Strength,Dumbbell,Concentration curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Weighted Double-Time Biceps Curl,,Strength,Dumbbell,Close-grip bench press,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Weighted Double-Time Biceps Curl,,Strength,Dumbbell,Overhead triceps extensions,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Weighted Double-Time Biceps Curl,,Strength,Dumbbell,Triceps pushdowns,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Weighted Double-Time Biceps Curl,,Strength,Dumbbell,Skull crushers,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Weighted Double-Time Biceps Curl,,Strength,Dumbbell,Triceps dips,3-5,8-13,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Heavy Right Arm Biceps Curl,,Strength,Dumbbell,Barbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Heavy Right Arm Biceps Curl,,Strength,Dumbbell,Dumbbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Heavy Right Arm Biceps Curl,,Strength,Dumbbell,Preacher curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Heavy Right Arm Biceps Curl,,Strength,Dumbbell,Hammer curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Heavy Right Arm Biceps Curl,,Strength,Dumbbell,Concentration curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Heavy Right Arm Biceps Curl,,Strength,Dumbbell,Close-grip bench press,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Heavy Right Arm Biceps Curl,,Strength,Dumbbell,Overhead triceps extensions,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Heavy Right Arm Biceps Curl,,Strength,Dumbbell,Triceps pushdowns,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Heavy Right Arm Biceps Curl,,Strength,Dumbbell,Skull crushers,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Heavy Right Arm Biceps Curl,,Strength,Dumbbell,Triceps dips,3-5,8-13,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Heavy Left Arm Biceps Curl,,Strength,Dumbbell,Barbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Heavy Left Arm Biceps Curl,,Strength,Dumbbell,Dumbbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Heavy Left Arm Biceps Curl,,Strength,Dumbbell,Preacher curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Heavy Left Arm Biceps Curl,,Strength,Dumbbell,Hammer curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,Holman Heavy Left Arm Biceps Curl,,Strength,Dumbbell,Concentration curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Heavy Left Arm Biceps Curl,,Strength,Dumbbell,Close-grip bench press,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Heavy Left Arm Biceps Curl,,Strength,Dumbbell,Overhead triceps extensions,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Heavy Left Arm Biceps Curl,,Strength,Dumbbell,Triceps pushdowns,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Heavy Left Arm Biceps Curl,,Strength,Dumbbell,Skull crushers,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,Holman Heavy Left Arm Biceps Curl,,Strength,Dumbbell,Triceps dips,3-5,8-13,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Dumbbell Drag Curl,,Strength,Dumbbell,Barbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Dumbbell Drag Curl,,Strength,Dumbbell,Dumbbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Dumbbell Drag Curl,,Strength,Dumbbell,Preacher curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Dumbbell Drag Curl,,Strength,Dumbbell,Hammer curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Dumbbell Drag Curl,,Strength,Dumbbell,Concentration curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Dumbbell Drag Curl,,Strength,Dumbbell,Close-grip bench press,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Dumbbell Drag Curl,,Strength,Dumbbell,Overhead triceps extensions,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Dumbbell Drag Curl,,Strength,Dumbbell,Triceps pushdowns,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Dumbbell Drag Curl,,Strength,Dumbbell,Skull crushers,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Dumbbell Drag Curl,,Strength,Dumbbell,Triceps dips,3-5,8-13,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Hammer Curl to Overhead Press,,Strength,Dumbbell,Barbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Hammer Curl to Overhead Press,,Strength,Dumbbell,Dumbbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Hammer Curl to Overhead Press,,Strength,Dumbbell,Preacher curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Hammer Curl to Overhead Press,,Strength,Dumbbell,Hammer curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Hammer Curl to Overhead Press,,Strength,Dumbbell,Concentration curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Hammer Curl to Overhead Press,,Strength,Dumbbell,Close-grip bench press,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Hammer Curl to Overhead Press,,Strength,Dumbbell,Overhead triceps extensions,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Hammer Curl to Overhead Press,,Strength,Dumbbell,Triceps pushdowns,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Hammer Curl to Overhead Press,,Strength,Dumbbell,Skull crushers,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Hammer Curl to Overhead Press,,Strength,Dumbbell,Triceps dips,3-5,8-13,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Biceps Curl To Lateral Raise,,Strength,Dumbbell,Barbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Biceps Curl To Lateral Raise,,Strength,Dumbbell,Dumbbell curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Biceps Curl To Lateral Raise,,Strength,Dumbbell,Preacher curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Biceps Curl To Lateral Raise,,Strength,Dumbbell,Hammer curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,MetaBurn Biceps Curl To Lateral Raise,,Strength,Dumbbell,Concentration curls,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Biceps Curl To Lateral Raise,,Strength,Dumbbell,Close-grip bench press,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Biceps Curl To Lateral Raise,,Strength,Dumbbell,Overhead triceps extensions,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Biceps Curl To Lateral Raise,,Strength,Dumbbell,Triceps pushdowns,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Biceps Curl To Lateral Raise,,Strength,Dumbbell,Skull crushers,3-4,8-12,,,Gain Muscle
Gym,Arms,Triceps,Intermediate,MetaBurn Biceps Curl To Lateral Raise,,Strength,Dumbbell,Triceps dips,3-5,8-13,,,Gain Muscle
Gym,Arms,Biceps,Intermediate,FYR2 Alternating Dumbbell Curl,,Strength,Dumbbell,Barbell curls,3-4,8-12,,,Gain Muscle
