Goal,Category,BodyPart,Level,Equipment,Workout,Sets,Reps per Set
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Body Only,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Body Only,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Plank,30-60 seconds,1
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Lose Weight,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Beginner,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Medicine Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,None,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,None,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,None,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,None,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Russian twists,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Hanging leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Plank,30-60 seconds,1
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Leg raises,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Bicycle crunches,3-4,10-15
Gain Muscle,Home,Abs,Intermediate,Exercise Ball,Russian twists,3-4,10-15
